,hotel_name,reviews,label,reviews_fixed,tokenized_reviews,stop_words_removed,stop_words_removed_lemmatized,stop_words_removed_stemmed
326,berlin-hotel-191437-review-9.json_9,(Fully booked?,0,Fully booked,"['fully', 'booked']","['fully', 'booked']","['fully', 'book']","['fulli', 'book']"
327,berlin-hotel-191437-review-9.json_10,But they could still find a better room for an additional fee?,0,But they could still find better room for an additional fee,"['but', 'they', 'could', 'still', 'find', 'better', 'room', 'for', 'an', 'additional', 'fee']","['could', 'still', 'find', 'better', 'room', 'additional', 'fee']","['could', 'still', 'find', 'good', 'room', 'additional', 'fee']","['could', 'still', 'find', 'better', 'room', 'addit', 'fee']"
328,berlin-hotel-191437-review-9.json_11,"I'm not sure that I follow that logic, but whatever.) After our overseas flight we really didn't feel like arguing, so we just paid the extra - no way to say now if the other room in the same grade would have been acceptable.",0,am not sure that follow that logic but whatever After our overseas flight we really did not feel like arguing so we just paid the extra no way to say now if the other room in the same grade would have been acceptable,"['am', 'not', 'sure', 'that', 'follow', 'that', 'logic', 'but', 'whatever', 'after', 'our', 'overseas', 'flight', 'we', 'really', 'did', 'not', 'feel', 'like', 'arguing', 'so', 'we', 'just', 'paid', 'the', 'extra', 'no', 'way', 'to', 'say', 'now', 'if', 'the', 'other', 'room', 'in', 'the', 'same', 'grade', 'would', 'have', 'been', 'acceptable']","['sure', 'follow', 'logic', 'whatever', 'overseas', 'flight', 'really', 'feel', 'like', 'arguing', 'paid', 'extra', 'way', 'say', 'room', 'grade', 'would', 'acceptable']","['sure', 'follow', 'logic', 'whatever', 'overseas', 'flight', 'really', 'feel', 'like', 'argue', 'pay', 'extra', 'way', 'say', 'room', 'grade', 'would', 'acceptable']","['sure', 'follow', 'logic', 'whatev', 'oversea', 'flight', 'realli', 'feel', 'like', 'argu', 'paid', 'extra', 'way', 'say', 'room', 'grade', 'would', 'accept']"
329,berlin-hotel-191437-review-9.json_12,"The second room, pictured here, was much better.",0,The second room pictured here was much better,"['the', 'second', 'room', 'pictured', 'here', 'was', 'much', 'better']","['second', 'room', 'pictured', 'much', 'better']","['second', 'room', 'picture', 'much', 'good']","['second', 'room', 'pictur', 'much', 'better']"
330,berlin-hotel-191437-review-9.json_13,"It was larger, cleaner and updated (though the washroom was clearly not renovated, as I've noted in my pictures).",0,It was larger cleaner and updated though the washroom was clearly not renovated as have noted in my pictures,"['it', 'was', 'larger', 'cleaner', 'and', 'updated', 'though', 'the', 'washroom', 'was', 'clearly', 'not', 'renovated', 'as', 'have', 'noted', 'in', 'my', 'pictures']","['larger', 'cleaner', 'updated', 'though', 'washroom', 'clearly', 'renovated', 'noted', 'pictures']","['large', 'cleaner', 'update', 'though', 'washroom', 'clearly', 'renovate', 'noted', 'picture']","['larger', 'cleaner', 'updat', 'though', 'washroom', 'clearli', 'renov', 'note', 'pictur']"
331,berlin-hotel-191437-review-9.json_14,"I would have been perfectly happy if we had been offered this to begin with, and would have given the hotel a higher rating,",0,would have been perfectly happy if we had been offered this to begin with and would have given the hotel higher rating,"['would', 'have', 'been', 'perfectly', 'happy', 'if', 'we', 'had', 'been', 'offered', 'this', 'to', 'begin', 'with', 'and', 'would', 'have', 'given', 'the', 'hotel', 'higher', 'rating']","['would', 'perfectly', 'happy', 'offered', 'begin', 'would', 'given', 'hotel', 'higher', 'rating']","['would', 'perfectly', 'happy', 'offer', 'begin', 'would', 'give', 'hotel', 'higher', 'rating']","['would', 'perfectli', 'happi', 'offer', 'begin', 'would', 'given', 'hotel', 'higher', 'rate']"
332,berlin-hotel-191437-review-9.json_15,but I consider our treatment unacceptable.,0,but consider our treatment unacceptable,"['but', 'consider', 'our', 'treatment', 'unacceptable']","['consider', 'treatment', 'unacceptable']","['consider', 'treatment', 'unacceptable']","['consid', 'treatment', 'unaccept']"
333,berlin-hotel-191437-review-9.json_16,"Having said that, I still ranked this hotel a 2 rather than a 1 because the breakfast buffet was fantastic, and the location was very convenient for sightseeing.",0,Having said that still ranked this hotel rather than because the breakfast buffet was fantastic and the location was very convenient for sightseeing,"['having', 'said', 'that', 'still', 'ranked', 'this', 'hotel', 'rather', 'than', 'because', 'the', 'breakfast', 'buffet', 'was', 'fantastic', 'and', 'the', 'location', 'was', 'very', 'convenient', 'for', 'sightseeing']","['said', 'still', 'ranked', 'hotel', 'rather', 'breakfast', 'buffet', 'fantastic', 'location', 'convenient', 'sightseeing']","['say', 'still', 'rank', 'hotel', 'rather', 'breakfast', 'buffet', 'fantastic', 'location', 'convenient', 'sightseeing']","['said', 'still', 'rank', 'hotel', 'rather', 'breakfast', 'buffet', 'fantast', 'locat', 'conveni', 'sightse']"
334,berlin-hotel-191437-review-9.json_17,"The room service was also quite good, and the staff friendly and (for the most part) helpful.",0,The room service was also quite good and the staff friendly and for the most part helpful,"['the', 'room', 'service', 'was', 'also', 'quite', 'good', 'and', 'the', 'staff', 'friendly', 'and', 'for', 'the', 'most', 'part', 'helpful']","['room', 'service', 'also', 'quite', 'good', 'staff', 'friendly', 'part', 'helpful']","['room', 'service', 'also', 'quite', 'good', 'staff', 'friendly', 'part', 'helpful']","['room', 'servic', 'also', 'quit', 'good', 'staff', 'friendli', 'part', 'help']"
335,berlin-hotel-191438-review-1.json_0,I haven't stayed at too many nicer hotels.,0,have not stayed at too many nicer hotels,"['have', 'not', 'stayed', 'at', 'too', 'many', 'nicer', 'hotels']","['stayed', 'many', 'nicer', 'hotels']","['stay', 'many', 'nicer', 'hotel']","['stay', 'mani', 'nicer', 'hotel']"
336,berlin-hotel-191438-review-1.json_1,Nor would I generally spend over 300 Euros for a hotel (thankfully my Mom was paying for this stay).,0,Nor would generally spend over 300 Euros for hotel thankfully my Mom was paying for this stay,"['nor', 'would', 'generally', 'spend', 'over', '300', 'euros', 'for', 'hotel', 'thankfully', 'my', 'mom', 'was', 'paying', 'for', 'this', 'stay']","['would', 'generally', 'spend', '300', 'euros', 'hotel', 'thankfully', 'mom', 'paying', 'stay']","['would', 'generally', 'spend', '300', 'euros', 'hotel', 'thankfully', 'mom', 'pay', 'stay']","['would', 'gener', 'spend', '300', 'euro', 'hotel', 'thank', 'mom', 'pay', 'stay']"
337,berlin-hotel-191438-review-1.json_2,"At the risk of sounding like a line from ""Cabaret,"" everything about this hotel is beautiful.",0,At the risk of sounding like line from Cabaret everything about this hotel is beautiful,"['at', 'the', 'risk', 'of', 'sounding', 'like', 'line', 'from', 'cabaret', 'everything', 'about', 'this', 'hotel', 'is', 'beautiful']","['risk', 'sounding', 'like', 'line', 'cabaret', 'everything', 'hotel', 'beautiful']","['risk', 'sound', 'like', 'line', 'cabaret', 'everything', 'hotel', 'beautiful']","['risk', 'sound', 'like', 'line', 'cabaret', 'everyth', 'hotel', 'beauti']"
338,berlin-hotel-191438-review-1.json_3,The lobby is beautiful.,0,The lobby is beautiful,"['the', 'lobby', 'is', 'beautiful']","['lobby', 'beautiful']","['lobby', 'beautiful']","['lobbi', 'beauti']"
339,berlin-hotel-191438-review-1.json_4,The restaurants are beautiful.,0,The restaurants are beautiful,"['the', 'restaurants', 'are', 'beautiful']","['restaurants', 'beautiful']","['restaurant', 'beautiful']","['restaur', 'beauti']"
340,berlin-hotel-191438-review-1.json_5,The rooms are beautiful.,0,The rooms are beautiful,"['the', 'rooms', 'are', 'beautiful']","['rooms', 'beautiful']","['room', 'beautiful']","['room', 'beauti']"
341,berlin-hotel-191438-review-1.json_6,The pool and gym are are really beautiful.,0,The pool and gym are are really beautiful,"['the', 'pool', 'and', 'gym', 'are', 'are', 'really', 'beautiful']","['pool', 'gym', 'really', 'beautiful']","['pool', 'gym', 'really', 'beautiful']","['pool', 'gym', 'realli', 'beauti']"
342,berlin-hotel-191438-review-1.json_7,Even the breakfast is a feast for the eyes (as well as the stomach).,0,Even the breakfast is feast for the eyes as we will as the stomach,"['even', 'the', 'breakfast', 'is', 'feast', 'for', 'the', 'eyes', 'as', 'we', 'will', 'as', 'the', 'stomach']","['even', 'breakfast', 'feast', 'eyes', 'stomach']","['even', 'breakfast', 'feast', 'eye', 'stomach']","['even', 'breakfast', 'feast', 'eye', 'stomach']"
343,berlin-hotel-191438-review-1.json_8,We ate at both restaurants.,0,We ate at both restaurants,"['we', 'ate', 'at', 'both', 'restaurants']","['ate', 'restaurants']","['ate', 'restaurant']","['ate', 'restaur']"
344,berlin-hotel-191438-review-1.json_9,"The Trader Vic's puts our Trader Vic's here in Emeryville to shame, both with respect to decor and food quality.",0,The Trader Vic puts our Trader Vic here in Emeryville to shame both with respect to decor and food quality,"['the', 'trader', 'vic', 'puts', 'our', 'trader', 'vic', 'here', 'in', 'emeryville', 'to', 'shame', 'both', 'with', 'respect', 'to', 'decor', 'and', 'food', 'quality']","['trader', 'vic', 'puts', 'trader', 'vic', 'emeryville', 'shame', 'respect', 'decor', 'food', 'quality']","['trader', 'vic', 'put', 'trader', 'vic', 'emeryville', 'shame', 'respect', 'decor', 'food', 'quality']","['trader', 'vic', 'put', 'trader', 'vic', 'emeryvil', 'shame', 'respect', 'decor', 'food', 'qualiti']"
345,berlin-hotel-191438-review-1.json_10,"The German restaurant, Mark Brandenburg, simply had the best German food I've ever had (and I've been to Germany about 8-9 times).",0,The German restaurant Mark Brandenburg simply had the best German food have ever had and have been to Germany about times,"['the', 'german', 'restaurant', 'mark', 'brandenburg', 'simply', 'had', 'the', 'best', 'german', 'food', 'have', 'ever', 'had', 'and', 'have', 'been', 'to', 'germany', 'about', 'times']","['german', 'restaurant', 'mark', 'brandenburg', 'simply', 'best', 'german', 'food', 'ever', 'germany', 'times']","['german', 'restaurant', 'mark', 'brandenburg', 'simply', 'best', 'german', 'food', 'ever', 'germany', 'time']","['german', 'restaur', 'mark', 'brandenburg', 'simpli', 'best', 'german', 'food', 'ever', 'germani', 'time']"
346,berlin-hotel-191438-review-1.json_11,One needs to swipe ones room cards in order to access the floor rooms.,0,One needs to swipe ones room cards in order to access the floor rooms,"['one', 'needs', 'to', 'swipe', 'ones', 'room', 'cards', 'in', 'order', 'to', 'access', 'the', 'floor', 'rooms']","['one', 'needs', 'swipe', 'ones', 'room', 'cards', 'order', 'access', 'floor', 'rooms']","['one', 'need', 'swipe', 'one', 'room', 'card', 'order', 'access', 'floor', 'room']","['one', 'need', 'swipe', 'one', 'room', 'card', 'order', 'access', 'floor', 'room']"
347,berlin-hotel-191438-review-1.json_12,The pool/gym area is open 24 hours/day.,0,The pool gym area is open 24 hours day,"['the', 'pool', 'gym', 'area', 'is', 'open', '24', 'hours', 'day']","['pool', 'gym', 'area', 'open', '24', 'hours', 'day']","['pool', 'gym', 'area', 'open', '24', 'hour', 'day']","['pool', 'gym', 'area', 'open', '24', 'hour', 'day']"
348,berlin-hotel-191438-review-1.json_13,"As a Gold HHonors member, we received an upgraded room, which was very quiet, comfortable, and large, but had no view (windows open to an inner courtyard).",0,As Gold HHonors member we received an upgraded room which was very quiet comfortable and large but had no view windows open to an inner courtyard,"['as', 'gold', 'hhonors', 'member', 'we', 'received', 'an', 'upgraded', 'room', 'which', 'was', 'very', 'quiet', 'comfortable', 'and', 'large', 'but', 'had', 'no', 'view', 'windows', 'open', 'to', 'an', 'inner', 'courtyard']","['gold', 'hhonors', 'member', 'received', 'upgraded', 'room', 'quiet', 'comfortable', 'large', 'view', 'windows', 'open', 'inner', 'courtyard']","['gold', 'hhonors', 'member', 'receive', 'upgraded', 'room', 'quiet', 'comfortable', 'large', 'view', 'window', 'open', 'inner', 'courtyard']","['gold', 'hhonor', 'member', 'receiv', 'upgrad', 'room', 'quiet', 'comfort', 'larg', 'view', 'window', 'open', 'inner', 'courtyard']"
349,berlin-hotel-191438-review-1.json_14,"My complaints about the hotel: (1) Charging 22 Euros/day for lousy (off/on) internet service is a bit outrageous given the very high room charges, (2) Temperature difficult to adjust in the room (no thermostat),",0,My complaints about the hotel Charging 22 Euros day for lousy off on internet service is bit outrageous given the very high room charges Temperature difficult to adjust in the room no thermostat,"['my', 'complaints', 'about', 'the', 'hotel', 'charging', '22', 'euros', 'day', 'for', 'lousy', 'off', 'on', 'internet', 'service', 'is', 'bit', 'outrageous', 'given', 'the', 'very', 'high', 'room', 'charges', 'temperature', 'difficult', 'to', 'adjust', 'in', 'the', 'room', 'no', 'thermostat']","['complaints', 'hotel', 'charging', '22', 'euros', 'day', 'lousy', 'internet', 'service', 'bit', 'outrageous', 'given', 'high', 'room', 'charges', 'temperature', 'difficult', 'adjust', 'room', 'thermostat']","['complaint', 'hotel', 'charge', '22', 'euros', 'day', 'lousy', 'internet', 'service', 'bit', 'outrageous', 'give', 'high', 'room', 'charge', 'temperature', 'difficult', 'adjust', 'room', 'thermostat']","['complaint', 'hotel', 'charg', '22', 'euro', 'day', 'lousi', 'internet', 'servic', 'bit', 'outrag', 'given', 'high', 'room', 'charg', 'temperatur', 'difficult', 'adjust', 'room', 'thermostat']"
350,berlin-hotel-191438-review-1.json_15,"and we couldn't get it quite cool enough for comfort, (3) Rather thin towels for a luxury hotel, (4) Needless step to the beds; great for tripping on (especially for an older person such as my mother).",0,and we could not get it quite cool enough for comfort Rather thin towels for luxury hotel Needless step to the beds great for tripping on especially for an older person such as my mother,"['and', 'we', 'could', 'not', 'get', 'it', 'quite', 'cool', 'enough', 'for', 'comfort', 'rather', 'thin', 'towels', 'for', 'luxury', 'hotel', 'needless', 'step', 'to', 'the', 'beds', 'great', 'for', 'tripping', 'on', 'especially', 'for', 'an', 'older', 'person', 'such', 'as', 'my', 'mother']","['could', 'get', 'quite', 'cool', 'enough', 'comfort', 'rather', 'thin', 'towels', 'luxury', 'hotel', 'needless', 'step', 'beds', 'great', 'tripping', 'especially', 'older', 'person', 'mother']","['could', 'get', 'quite', 'cool', 'enough', 'comfort', 'rather', 'thin', 'towel', 'luxury', 'hotel', 'needless', 'step', 'bed', 'great', 'trip', 'especially', 'old', 'person', 'mother']","['could', 'get', 'quit', 'cool', 'enough', 'comfort', 'rather', 'thin', 'towel', 'luxuri', 'hotel', 'needless', 'step', 'bed', 'great', 'trip', 'especi', 'older', 'person', 'mother']"
351,berlin-hotel-191438-review-1.json_16,"So a very nice hotel, albeit not a great value.",0,So very nice hotel albeit not great value,"['so', 'very', 'nice', 'hotel', 'albeit', 'not', 'great', 'value']","['nice', 'hotel', 'albeit', 'great', 'value']","['nice', 'hotel', 'albeit', 'great', 'value']","['nice', 'hotel', 'albeit', 'great', 'valu']"
352,berlin-hotel-191438-review-1.json_17,I would go here if money were of no object (and not otherwise).,0,would go here if money we are of no object and not otherwise,"['would', 'go', 'here', 'if', 'money', 'we', 'are', 'of', 'no', 'object', 'and', 'not', 'otherwise']","['would', 'go', 'money', 'object', 'otherwise']","['would', 'go', 'money', 'object', 'otherwise']","['would', 'go', 'money', 'object', 'otherwis']"
353,berlin-hotel-191438-review-10.json_0,"We stayed at Hilton Berlin in early June, 2006.",0,We stayed at Hilton Berlin in early June 2006,"['we', 'stayed', 'at', 'hilton', 'berlin', 'in', 'early', 'june', '2006']","['stayed', 'hilton', 'berlin', 'early', 'june', '2006']","['stay', 'hilton', 'berlin', 'early', 'june', '2006']","['stay', 'hilton', 'berlin', 'earli', 'june', '2006']"
354,berlin-hotel-191438-review-10.json_1,"We are Diamond HHonor memebers,",0,We are Diamond HHonor memebers,"['we', 'are', 'diamond', 'hhonor', 'memebers']","['diamond', 'hhonor', 'memebers']","['diamond', 'hhonor', 'memebers']","['diamond', 'hhonor', 'memeb']"
355,berlin-hotel-191438-review-10.json_2,so were upgraded to executive room on the executive floor.,0,so we are upgraded to executive room on the executive floor,"['so', 'we', 'are', 'upgraded', 'to', 'executive', 'room', 'on', 'the', 'executive', 'floor']","['upgraded', 'executive', 'room', 'executive', 'floor']","['upgraded', 'executive', 'room', 'executive', 'floor']","['upgrad', 'execut', 'room', 'execut', 'floor']"
356,berlin-hotel-191438-review-10.json_3,"The room is average looking, with motel style bedspread and decrative pillows.",0,The room is average looking with motel style bedspread and decrative pillows,"['the', 'room', 'is', 'average', 'looking', 'with', 'motel', 'style', 'bedspread', 'and', 'decrative', 'pillows']","['room', 'average', 'looking', 'motel', 'style', 'bedspread', 'decrative', 'pillows']","['room', 'average', 'look', 'motel', 'style', 'bedspread', 'decrative', 'pillow']","['room', 'averag', 'look', 'motel', 'style', 'bedspread', 'decr', 'pillow']"
357,berlin-hotel-191438-review-10.json_4,"underneath the bedspread, there are 2 twin comforters, which is wierd for a queen room.",0,underneath the bedspread there are twin comforters which is wierd for queen room,"['underneath', 'the', 'bedspread', 'there', 'are', 'twin', 'comforters', 'which', 'is', 'wierd', 'for', 'queen', 'room']","['underneath', 'bedspread', 'twin', 'comforters', 'wierd', 'queen', 'room']","['underneath', 'bedspread', 'twin', 'comforter', 'wierd', 'queen', 'room']","['underneath', 'bedspread', 'twin', 'comfort', 'wierd', 'queen', 'room']"
358,berlin-hotel-191438-review-10.json_5,"Bathroom is average looking too, with mold smell.",0,Bathroom is average looking too with mold smell,"['bathroom', 'is', 'average', 'looking', 'too', 'with', 'mold', 'smell']","['bathroom', 'average', 'looking', 'mold', 'smell']","['bathroom', 'average', 'look', 'mold', 'smell']","['bathroom', 'averag', 'look', 'mold', 'smell']"
359,berlin-hotel-191438-review-10.json_6,concierge not helpful and very unfriendly.,0,concierge not helpful and very unfriendly,"['concierge', 'not', 'helpful', 'and', 'very', 'unfriendly']","['concierge', 'helpful', 'unfriendly']","['concierge', 'helpful', 'unfriendly']","['concierg', 'help', 'unfriendli']"
360,berlin-hotel-191438-review-10.json_7,executive floor representitives are cold too.,0,executive floor representitives are cold too,"['executive', 'floor', 'representitives', 'are', 'cold', 'too']","['executive', 'floor', 'representitives', 'cold']","['executive', 'floor', 'representitives', 'cold']","['execut', 'floor', 'representit', 'cold']"
361,berlin-hotel-191438-review-10.json_8,"we stayed at many hiltons worldwide,",0,we stayed at many hiltons worldwide,"['we', 'stayed', 'at', 'many', 'hiltons', 'worldwide']","['stayed', 'many', 'hiltons', 'worldwide']","['stay', 'many', 'hiltons', 'worldwide']","['stay', 'mani', 'hilton', 'worldwid']"
362,berlin-hotel-191438-review-10.json_9,"we feel this is a below average hilton, especially for it's service.",0,we feel this is below average hilton especially for it is service,"['we', 'feel', 'this', 'is', 'below', 'average', 'hilton', 'especially', 'for', 'it', 'is', 'service']","['feel', 'average', 'hilton', 'especially', 'service']","['feel', 'average', 'hilton', 'especially', 'service']","['feel', 'averag', 'hilton', 'especi', 'servic']"
363,berlin-hotel-191438-review-10.json_10,we defintely will try other hotels when we return to berlin next time.,0,we defintely will try other hotels when we return to berlin next time,"['we', 'defintely', 'will', 'try', 'other', 'hotels', 'when', 'we', 'return', 'to', 'berlin', 'next', 'time']","['defintely', 'try', 'hotels', 'return', 'berlin', 'next', 'time']","['defintely', 'try', 'hotel', 'return', 'berlin', 'next', 'time']","['defint', 'tri', 'hotel', 'return', 'berlin', 'next', 'time']"
364,berlin-hotel-191438-review-11.json_0,Hilton - stay on executive floor (great lounge) get a room overlooking the Gendarmenmarkt (beautiful day and night).,1,Hilton stay on executive floor great lounge get room overlooking the Gendarmenmarkt beautiful day and night,"['hilton', 'stay', 'on', 'executive', 'floor', 'great', 'lounge', 'get', 'room', 'overlooking', 'the', 'gendarmenmarkt', 'beautiful', 'day', 'and', 'night']","['hilton', 'stay', 'executive', 'floor', 'great', 'lounge', 'get', 'room', 'overlooking', 'gendarmenmarkt', 'beautiful', 'day', 'night']","['hilton', 'stay', 'executive', 'floor', 'great', 'lounge', 'get', 'room', 'overlook', 'gendarmenmarkt', 'beautiful', 'day', 'night']","['hilton', 'stay', 'execut', 'floor', 'great', 'loung', 'get', 'room', 'overlook', 'gendarmenmarkt', 'beauti', 'day', 'night']"
365,berlin-hotel-191438-review-11.json_1,They also have a nice pool and spa,0,They also have nice pool and spa,"['they', 'also', 'have', 'nice', 'pool', 'and', 'spa']","['also', 'nice', 'pool', 'spa']","['also', 'nice', 'pool', 'spa']","['also', 'nice', 'pool', 'spa']"
366,berlin-hotel-191438-review-11.json_2,"but the children at all hours in the pool will drive you to the nudist spa area, which is pretty nice and child free.",0,but the children at all hours in the pool will drive you to the nudist spa area which is pretty nice and child free,"['but', 'the', 'children', 'at', 'all', 'hours', 'in', 'the', 'pool', 'will', 'drive', 'you', 'to', 'the', 'nudist', 'spa', 'area', 'which', 'is', 'pretty', 'nice', 'and', 'child', 'free']","['children', 'hours', 'pool', 'drive', 'nudist', 'spa', 'area', 'pretty', 'nice', 'child', 'free']","['child', 'hour', 'pool', 'drive', 'nudist', 'spa', 'area', 'pretty', 'nice', 'child', 'free']","['children', 'hour', 'pool', 'drive', 'nudist', 'spa', 'area', 'pretti', 'nice', 'child', 'free']"
367,berlin-hotel-191438-review-11.json_3,There are several good restaurants near by.,0,There are several good restaurants near by,"['there', 'are', 'several', 'good', 'restaurants', 'near', 'by']","['several', 'good', 'restaurants', 'near']","['several', 'good', 'restaurant', 'near']","['sever', 'good', 'restaur', 'near']"
368,berlin-hotel-191438-review-11.json_4,We loved the eastern sector location with it's delightful walking areas and proximity to museum island and gorgeous neo-classical architecture.,0,We loved the eastern sector location with it is delightful walking areas and proximity to museum island and gorgeous neo classical architecture,"['we', 'loved', 'the', 'eastern', 'sector', 'location', 'with', 'it', 'is', 'delightful', 'walking', 'areas', 'and', 'proximity', 'to', 'museum', 'island', 'and', 'gorgeous', 'neo', 'classical', 'architecture']","['loved', 'eastern', 'sector', 'location', 'delightful', 'walking', 'areas', 'proximity', 'museum', 'island', 'gorgeous', 'neo', 'classical', 'architecture']","['loved', 'eastern', 'sector', 'location', 'delightful', 'walk', 'area', 'proximity', 'museum', 'island', 'gorgeous', 'neo', 'classical', 'architecture']","['love', 'eastern', 'sector', 'locat', 'delight', 'walk', 'area', 'proxim', 'museum', 'island', 'gorgeou', 'neo', 'classic', 'architectur']"
369,berlin-hotel-191438-review-11.json_5,The Potsdammer Platz is very times square with it's glass and steel highrises and heavy traffic.,0,The Potsdammer Platz is very times square with it is glass and steel highrises and heavy traffic,"['the', 'potsdammer', 'platz', 'is', 'very', 'times', 'square', 'with', 'it', 'is', 'glass', 'and', 'steel', 'highrises', 'and', 'heavy', 'traffic']","['potsdammer', 'platz', 'times', 'square', 'glass', 'steel', 'highrises', 'heavy', 'traffic']","['potsdammer', 'platz', 'time', 'square', 'glass', 'steel', 'highrises', 'heavy', 'traffic']","['potsdamm', 'platz', 'time', 'squar', 'glass', 'steel', 'highris', 'heavi', 'traffic']"
370,berlin-hotel-191438-review-11.json_6,The rooms are very comfortable - typical Hilton decor - nice sheets and good showers.,0,The rooms are very comfortable typical Hilton decor nice sheets and good showers,"['the', 'rooms', 'are', 'very', 'comfortable', 'typical', 'hilton', 'decor', 'nice', 'sheets', 'and', 'good', 'showers']","['rooms', 'comfortable', 'typical', 'hilton', 'decor', 'nice', 'sheets', 'good', 'showers']","['room', 'comfortable', 'typical', 'hilton', 'decor', 'nice', 'sheet', 'good', 'shower']","['room', 'comfort', 'typic', 'hilton', 'decor', 'nice', 'sheet', 'good', 'shower']"
371,berlin-hotel-191438-review-11.json_7,The concierge was very helpful with local restaurants.,0,The concierge was very helpful with local restaurants,"['the', 'concierge', 'was', 'very', 'helpful', 'with', 'local', 'restaurants']","['concierge', 'helpful', 'local', 'restaurants']","['concierge', 'helpful', 'local', 'restaurant']","['concierg', 'help', 'local', 'restaur']"
372,berlin-hotel-191438-review-11.json_8,"The lounge had a great breakfast and offered drinks through the day including wine, etc. at evenings with appetizers.",0,The lounge had great breakfast and offered drinks through the day including wine etc at evenings with appetizers,"['the', 'lounge', 'had', 'great', 'breakfast', 'and', 'offered', 'drinks', 'through', 'the', 'day', 'including', 'wine', 'etc', 'at', 'evenings', 'with', 'appetizers']","['lounge', 'great', 'breakfast', 'offered', 'drinks', 'day', 'including', 'wine', 'etc', 'evenings', 'appetizers']","['lounge', 'great', 'breakfast', 'offer', 'drink', 'day', 'include', 'wine', 'etc', 'evening', 'appetizer']","['loung', 'great', 'breakfast', 'offer', 'drink', 'day', 'includ', 'wine', 'etc', 'even', 'appet']"
373,berlin-hotel-191438-review-12.json_0,"Stay - 4 nights / 4 days. Location _��_ Located just off the Gendarmenarkt (square that has the concert hall, and the German and French Cathedrals).",0,Stay nights days Location �� Located just off the Gendarmenarkt square that has the concert hall and the German and French Cathedrals,"['stay', 'nights', 'days', 'location', 'located', 'just', 'off', 'the', 'gendarmenarkt', 'square', 'that', 'has', 'the', 'concert', 'hall', 'and', 'the', 'german', 'and', 'french', 'cathedrals']","['stay', 'nights', 'days', 'location', 'located', 'gendarmenarkt', 'square', 'concert', 'hall', 'german', 'french', 'cathedrals']","['stay', 'night', 'day', 'location', 'locate', 'gendarmenarkt', 'square', 'concert', 'hall', 'german', 'french', 'cathedral']","['stay', 'night', 'day', 'locat', 'locat', 'gendarmenarkt', 'squar', 'concert', 'hall', 'german', 'french', 'cathedr']"
374,berlin-hotel-191438-review-12.json_1,"Easy walk to the Brandenburg Gate, Reichstag and Check point _��__Charlie_��_�.",0,Easy walk to the Brandenburg Gate Reichstag and Check point �� Charlie ��,"['easy', 'walk', 'to', 'the', 'brandenburg', 'gate', 'reichstag', 'and', 'check', 'point', 'charlie']","['easy', 'walk', 'brandenburg', 'gate', 'reichstag', 'check', 'point', 'charlie']","['easy', 'walk', 'brandenburg', 'gate', 'reichstag', 'check', 'point', 'charlie']","['easi', 'walk', 'brandenburg', 'gate', 'reichstag', 'check', 'point', 'charli']"
375,berlin-hotel-191438-review-12.json_2,"Room _��_ Room was OK,",0,Room �� Room was OK,"['room', 'room', 'was', 'ok']","['room', 'room', 'ok']","['room', 'room', 'ok']","['room', 'room', 'ok']"
376,berlin-hotel-191438-review-12.json_3,"we had a corner suite so we had plenty of room,",0,we had corner suite so we had plenty of room,"['we', 'had', 'corner', 'suite', 'so', 'we', 'had', 'plenty', 'of', 'room']","['corner', 'suite', 'plenty', 'room']","['corner', 'suite', 'plenty', 'room']","['corner', 'suit', 'plenti', 'room']"
377,berlin-hotel-191438-review-12.json_4,and bathroom was typical smallish hotel fare.,0,and bathroom was typical smallish hotel fare,"['and', 'bathroom', 'was', 'typical', 'smallish', 'hotel', 'fare']","['bathroom', 'typical', 'smallish', 'hotel', 'fare']","['bathroom', 'typical', 'smallish', 'hotel', 'fare']","['bathroom', 'typic', 'smallish', 'hotel', 'fare']"
378,berlin-hotel-191438-review-12.json_5,"Food _��_ Breakfast _��_ Only had breakfast on the last day _��_ good spread, fresh and presented well.",0,Food �� Breakfast �� Only had breakfast on the last day �� good spread fresh and presented well,"['food', 'breakfast', 'only', 'had', 'breakfast', 'on', 'the', 'last', 'day', 'good', 'spread', 'fresh', 'and', 'presented', 'well']","['food', 'breakfast', 'breakfast', 'last', 'day', 'good', 'spread', 'fresh', 'presented', 'well']","['food', 'breakfast', 'breakfast', 'last', 'day', 'good', 'spread', 'fresh', 'present', 'well']","['food', 'breakfast', 'breakfast', 'last', 'day', 'good', 'spread', 'fresh', 'present', 'well']"
379,berlin-hotel-191438-review-12.json_6,"Dinner at Trader Vics _��_ Again OK, it was nothing to write home about.",0,Dinner at Trader Vics �� Again OK it was nothing to write home about,"['dinner', 'at', 'trader', 'vics', 'again', 'ok', 'it', 'was', 'nothing', 'to', 'write', 'home', 'about']","['dinner', 'trader', 'vics', 'ok', 'nothing', 'write', 'home']","['dinner', 'trader', 'vics', 'ok', 'nothing', 'write', 'home']","['dinner', 'trader', 'vic', 'ok', 'noth', 'write', 'home']"
