,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Cleaned Data
151,151,[8],0.6944000124931335,"hotel, room, avoid, need, view, park, walk, wonderful, area, rambla",Avoid this hotel!,avoid hotel
152,152,[7],0.8853999972343445,"would, recommend, hotel, room, stay, need, view, like, make, nice","So, we would recommend this property if you are happy with 3-star hotels or lower.",would recommend property happy star hotel low
153,153,[9],0.8166999816894531,"room, stay, go, hotel, look, leave, price, service, expect, place",Absolutely don't stay at this hotel if you're driving.,absolutely stay hotel driving
154,154,[9],0.9388999938964844,"room, stay, go, hotel, look, leave, price, service, expect, place","Food in over cooked, at least the water in cafe was drinkable, and don't be fooled by there complimentary newspaper, if you read the sticker the put on it you will see that you will be charged for it to $$$$.",food cook least water cafe drinkable fool complimentary newspaper read sticker put see charge
155,155,[1],0.8981000185012817,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book",and if you wanted to take a long stroll you could even walk to the tower.,wanted take long stroll could even walk tower
156,156,[5],0.8690000176429749,"room, get, stay, go, tip, staff, good, book, check, like",Avoid the double decker Gray Line tour.,avoid double decker gray line tour
157,157,[7],0.8166999816894531,"would, recommend, hotel, room, stay, need, view, like, make, nice",I would definitely recommend this hotel.,would definitely recommend hotel
158,158,[6],0.916700005531311,"hotel, look, place, would, room, upgrade, recommend, street, good, really",If you are flying in I would suggest not renting a car as down Seattle can get crazy  parking is expensive.,fly would suggest rent car seattle get crazy parking expensive
159,159,[7],0.8166999816894531,"would, recommend, hotel, room, stay, need, view, like, make, nice",Treadmills were in very bad need of repair.,treadmill bad need repair
160,160,[7],0.8981000185012817,"would, recommend, hotel, room, stay, need, view, like, make, nice",Would definitely recommend the hotel: we stayed a couple of nights at the W Seattle,would definitely recommend hotel stayed couple night seattle
161,161,[4],0.9427000284194946,"stay, room, hotel, would, get, recommend, want, need, go, one",One thing: definitely try to get a high floored room away from the building works for the new skyscraper next floor.,one thing definitely try get high floor room away build work new skyscraper next floor
162,162,[3],0.954200029373169,"good, hotel, would, walk, free, take, minute, recommend, berlin, make","For those who are taking a cruise out of Seattle , like us, plan an extra day or two prior to your leaving and stay at the Andra (about 3 minutes form the debarkation dock) to compliment your trip.",take cruise seattle like us plan extra day two prior leave stay andra minute form debarkation dock compliment trip
163,163,[7],0.6944000124931335,"would, recommend, hotel, room, stay, need, view, like, make, nice",Highly recommend it.,highly recommend
164,164,[4],0.531499981880188,"stay, room, hotel, would, get, recommend, want, need, go, one",We had a very pleasant stay and I would highly recommend anyone to stay there.,pleasant stay would highly recommend anyone stay
165,165,[4],0.8981000185012817,"stay, room, hotel, would, get, recommend, want, need, go, one","We will definately be returning, and recommending it to anyone we know is intending to visit Venice.",definately return recommend anyone know intend visit venice
166,166,[0],0.9491000175476074,"time, room, check, stay, metro, anything, less, go, good, arrive","Almost forgot, it is even easier to find it when you arrive at Piazza Roma than the website says, and takes less than 10 minutes to walk even with a case.",almost forget even easy find arrive piazza rom website say take less 10 minute walk even case
167,167,[2],0.8471999764442444,"go, breakfast, want, think, look, block, get, recommend, around, best",Ate dinner at Georgetown - highly recommended,ate dinner georgetown highly recommend
168,168,[4],0.916700005531311,"stay, room, hotel, would, get, recommend, want, need, go, one","If you dont mind a 20 minute train ride to get into the city, this is the place to stay in Amsterdam.",mind 20 minute train ride get city place stay amsterdam
169,169,[9],0.8853999972343445,"room, stay, go, hotel, look, leave, price, service, expect, place","Meaning, dont expect your family of four to be comfortable in one room.",mean expect family four comfortable one room
170,170,[3],0.9563000202178955,"good, hotel, would, walk, free, take, minute, recommend, berlin, make","Top tip for frequent visitors is the Okura Club International which you can join for nothing and entitles bearers to free usage of the pool, showers and o-furo ,bath, which you would normally have to pay for.",top tip frequent visitor okura club international join nothing entitle bearer free usage pool shower furo bath would normally pay
171,171,[11],0.9388999938964844,"room, get, one, take, tip, hotel, use, good, could, drink","If youre heading to Tokyo, whether its business or pleasure, I definitely recommend the Okura. 70s kitsch, crap Scottish bar - its all good.",head tokyo whether business pleasure definitely recommend okura 70 kitsch crap scottish bar good
172,172,[4],0.840499997138977,"stay, room, hotel, would, get, recommend, want, need, go, one","None of them appeared to be a concierge per se and noone offered to make us dinner reservations when asked about restaurants, so expect to take care of these details on your own.",none appear concierge per se noone offer make us dinner reservation ask restaurant expect take care detail
173,173,[6],0.8853999972343445,"hotel, look, place, would, room, upgrade, recommend, street, good, really",If you prefer large corporate-style hotels this may not be the place for you.,prefer large corporate style hotel may place
174,174,[5],0.90829998254776,"room, get, stay, go, tip, staff, good, book, check, like","I would stay here again on points of for business, but if it was my own money I might look around before booking it.",would stay point business money might look around book
175,175,[6],0.9294999837875366,"hotel, look, place, would, room, upgrade, recommend, street, good, really","We recommend visiting the excavation of the Aztec pyramids next to the national cathedral, about a five minute walk from the hotel.",recommend visit excavation aztec pyramid next national cathedral five minute walk hotel
176,176,[1],0.8690000176429749,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book","The driver can take you from place to place, for a reasonable price.",driver take place place reasonable price
177,177,[10],0.8853999972343445,"hotel, recommend, restaurant, want, good, room, highly, late, breakfast, night",This is much safer and far more convenient than hailing taxis from the street.,much safe far convenient hail taxis street
178,178,[6],0.63919997215271,"hotel, look, place, would, room, upgrade, recommend, street, good, really",You can also use the MTR which is 4 mins from the hotel.,also use mtr minute hotel
179,179,[3],0.958299994468689,"good, hotel, would, walk, free, take, minute, recommend, berlin, make","You can also use the star ferry, pennies, on the Kowloon side which will drop you island side adjacent to harbour city mall which is a good spot to take the classic harbour panoramic photo.",also use star ferry penny kowloon side drop island side adjacent harbour city mall good spot take classic harbour panoramic photo
180,180,[1],0.9388999938964844,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book","It is in a great location for the Hollywood area, it is right next to a subway stop, but to get around in Los Angeles you will need a car.",great location hollywood area right next subway stop get around los angeles need car
181,181,[8],0.8471999764442444,"hotel, room, avoid, need, view, park, walk, wonderful, area, rambla","So, be sure to tell them in advance if noise bothers you.",sure tell advance noise bother
182,182,[1],0.934499979019165,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book","I can recommend a Turkish restaurant in Wilton Road called Mezze ,but book in advance if you want to have dinner there as its quite busy,.",recommend turkish restaurant wilton road call mezze book advance want dinner quite busy
183,183,[7],0.8853999972343445,"would, recommend, hotel, room, stay, need, view, like, make, nice","So if you are checking in and they allocate room 1238, make sure you have your own mirror.",check allocate room 1238 make sure mirror
184,184,[3],0.8853999972343445,"good, hotel, would, walk, free, take, minute, recommend, berlin, make",The University Inn is a very good deal that I would recommend to our friends.,university inn good deal would recommend friend
185,185,[6],0.770799994468689,"hotel, look, place, would, room, upgrade, recommend, street, good, really",Watch out where you park in Seattle.,watch park seattle
186,186,[5],0.770799994468689,"room, get, stay, go, tip, staff, good, book, check, like",Stay elsewhere if at all possible.,stay elsewhere possible
187,187,[7],0.8690000176429749,"would, recommend, hotel, room, stay, need, view, like, make, nice","Easy walk to the beach and the aquarium ,highly recommend.",easy walk beach aquarium highly recommend
188,188,[11],0.8981000185012817,"room, get, one, take, tip, hotel, use, good, could, drink",Bus #1 from the train station is most direct but #25 and #33 will get you there also.,bus train station direct 25 33 get also
189,189,[4],0.9294999837875366,"stay, room, hotel, would, get, recommend, want, need, go, one",I would recommend the place to anyone on a budget as you get a clean room for the money but I dont think Id stay here again.,would recommend place anyone budget get clean room money think would stay
190,190,[9],0.8166999816894531,"room, stay, go, hotel, look, leave, price, service, expect, place",Be careful snorkeling at Red Beach.,careful snorkel red beach
191,191,[7],0.934499979019165,"would, recommend, hotel, room, stay, need, view, like, make, nice",I would not suggest doing this without fins unless you are VERY strong swimmer and even take caution with fins if you are a strong swimmer.,would suggest without fin unless strong swimmer even take caution fin strong swimmer
192,192,[11],0.9294999837875366,"room, get, one, take, tip, hotel, use, good, could, drink","Note that if you plan to rent a car, many rental places have minimum 3 day rentals during high season.",note plan rent car many rental place minimum day rental high season
193,193,[4],0.8690000176429749,"stay, room, hotel, would, get, recommend, want, need, go, one",If you get there in the morning you can easily have 300 yds of sand to yourself.,get morning easily 300 yds sand
194,194,[2],0.8166999816894531,"go, breakfast, want, think, look, block, get, recommend, around, best","And, if you are not wealthy, you should visit the cafe anyway.",wealthy visit cafe anyway
195,195,[10],0.8166999816894531,"hotel, recommend, restaurant, want, good, room, highly, late, breakfast, night",You can find specials and packages on their website..,find special package website
196,196,[10],0.9236000180244446,"hotel, recommend, restaurant, want, good, room, highly, late, breakfast, night","Yay After 2 hours of dealing with the floor manager, Matthew Sims,If you ever have to deal with this man, go above him.",yay hour deal floor manager matthew sims ever deal man go
197,197,[3],0.9294999837875366,"good, hotel, would, walk, free, take, minute, recommend, berlin, make","The roof top pool, ok is on the small side but the beach is only 5 minutes walk away if you need more water",roof top pool ok small side beach minute walk away need water
198,198,[11],0.934499979019165,"room, get, one, take, tip, hotel, use, good, could, drink",If I was to give one tip then take a taxi from the airport - we got the train and then the metro but had to make few changes along the way.,give one tip take taxi airport get train metro make change along way
199,199,[9],0.8690000176429749,"room, stay, go, hotel, look, leave, price, service, expect, place","Also, a warning, be careful of what you sign up for as wireless internet.",also warn careful sign wireless internet
200,200,[6],0.5640000104904175,"hotel, look, place, would, room, upgrade, recommend, street, good, really","Remember to buy water from the supermarket near Madame Tussauds, much cheaper than anywhere else.",remember buy water supermarket near madame tussauds much cheap anywhere else
201,201,[6],0.9427000284194946,"hotel, look, place, would, room, upgrade, recommend, street, good, really","However if you are travelling with a laptop they provide free internet in the rooms ,decent speed ~2mbps, ask at reception for pass code.",however travel laptop provide free internet room decent speed 2 mbps ask reception pas code
202,202,[1],0.7738000154495239,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book",I would highly reccommend a hotel called The Phoenix over this place.,would highly reccommend hotel call phoenix place
203,203,[4],0.8981000185012817,"stay, room, hotel, would, get, recommend, want, need, go, one",Be sure to get the larger room and have breakfast included as it is $25 if you pay.,sure get large room breakfast include 25 pay
204,204,[1],0.90829998254776,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book","If you want to feel the city vibes and eat close by at more authentic restaurants, dont stay here.",want feel city vibes eat close authentic restaurant stay
205,205,[4],0.8471999764442444,"stay, room, hotel, would, get, recommend, want, need, go, one","If you want out of the hustle more modern surroundings, this is your place.",want hustle modern surroundings place
206,206,[3],0.9427000284194946,"good, hotel, would, walk, free, take, minute, recommend, berlin, make","Its a good 20 minute drive to the center of Scottsdale ,if youre looking to dine at one of the many fine dining spots in the Scottsdale area.",good 20 minute drive center scottsdale look dine one many fine din spots scottsdale area
207,207,[2],0.8471999764442444,"go, breakfast, want, think, look, block, get, recommend, around, best",Choose to go to the specialty resturants on other nights.,choose go specialty resturants night
208,208,[6],0.934499979019165,"hotel, look, place, would, room, upgrade, recommend, street, good, really","So, if you ever have a bad experience at this hotel and they promise you something, you better get it in writing because Joanna Turmo will not come to the phone.",ever bad experience hotel promise something well get write joanna turmo come phone
209,209,[6],0.8981000185012817,"hotel, look, place, would, room, upgrade, recommend, street, good, really","I would recommend this place, but arm yourself with good information from people who have stayed there before.",would recommend place arm good information people stay
210,210,[1],0.8981000185012817,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book","On your way in, grab one of the oodles of people checking out and get their advice.",way grab one oodles people check get advice
211,211,[2],0.8853999972343445,"go, breakfast, want, think, look, block, get, recommend, around, best",I think the pitfalls I discuss below could be avoided if you know what youre up against from the outset.,think pitfall discus could avoid know outset
212,212,[3],0.916700005531311,"good, hotel, would, walk, free, take, minute, recommend, berlin, make","No snorkeling right on the hotels beach ,too many waves and no reef,, so you have to book a separate excursion.",snorkel right hotel beach many wave reef book separate excursion
213,213,[2],0.9294999837875366,"go, breakfast, want, think, look, block, get, recommend, around, best","Tip: if you want a beach chair at the beach or pool, go there before 9am or so and put your magazine or towel on your chair.",tip want beach chair beach pool go 9 put magazine towel chair
214,214,[10],0.8690000176429749,"hotel, recommend, restaurant, want, good, room, highly, late, breakfast, night","The breakfast consisted of doughnuts and muffins, if you were quick enough.",breakfast consist doughnut muffin quick enough
215,215,[9],0.6944000124931335,"room, stay, go, hotel, look, leave, price, service, expect, place",If you have a choice DONT STAY HERE.,choice stay
216,216,[11],0.8471999764442444,"room, get, one, take, tip, hotel, use, good, could, drink",Reception has safe deposit box if you need it.,reception safe deposit box need
217,217,[10],0.8981000185012817,"hotel, recommend, restaurant, want, good, room, highly, late, breakfast, night",Be careful not to wander into attic late at night though as carpet is very damp.,careful wander attic late night though carpet damp
218,218,[5],0.770799994468689,"room, get, stay, go, tip, staff, good, book, check, like",All very good - only dont expect to be waited on .,good expect wait
219,219,[4],0.8471999764442444,"stay, room, hotel, would, get, recommend, want, need, go, one",Cleanliness is not a priority in this area - so go with that in mind.,cleanliness priority area go mind
220,220,[2],0.8471999764442444,"go, breakfast, want, think, look, block, get, recommend, around, best",New Orleans is a must for every American.,new orleans must every american
221,221,[1],0.8166999816894531,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book",Make your reservations as soon as you get there.,make reservation soon get
222,222,[5],0.916700005531311,"room, get, stay, go, tip, staff, good, book, check, like",Make sure you bring plenty of sun tan lotion-very expensive in the gift shop.,make sure bring plenty sun tan lotion expensive gift shop
223,223,[3],0.934499979019165,"good, hotel, would, walk, free, take, minute, recommend, berlin, make","Also bring comfy shoes, ALOT of walking, take advantage of the golf carts to bring you to the other hotels at night.",also bring comfy shoe alot walk take advantage golf cart bring hotel night
224,224,[9],0.8471999764442444,"room, stay, go, hotel, look, leave, price, service, expect, place",They will also drop you right off at your room if you ask.,also drop right room ask
225,225,[10],0.9236000180244446,"hotel, recommend, restaurant, want, good, room, highly, late, breakfast, night",If you are traveling with younger kids you might want your rooms closer to the Dominica for the pool and beach activities.,travel young kid might want room close dominica pool beach activity
226,226,[5],0.9294999837875366,"room, get, stay, go, tip, staff, good, book, check, like","Dont go crazy worrying about fancy evening wear, pack as little as possible and bring a clip for the hair.",go crazy worry fancy even wear pack little possible bring clip hair
227,227,[8],0.90829998254776,"hotel, room, avoid, need, view, park, walk, wonderful, area, rambla",Some suggestions for those going for a long weekend trip .... Book the Beantown Trolley Tour.,suggestion go long weekend trip book beantown trolley tour
228,228,[2],0.8690000176429749,"go, breakfast, want, think, look, block, get, recommend, around, best","Buy your tickets at the Wharf, not the concierge - they only have 1-day passes.",buy ticket wharf concierge day pass
229,229,[6],0.8471999764442444,"hotel, look, place, would, room, upgrade, recommend, street, good, really","If you go to Salem, take the Trolley Tour.",go salem take trolley tour
230,230,[2],0.9491000175476074,"go, breakfast, want, think, look, block, get, recommend, around, best","If you are looking for a few nice dinner restaurants, we loved Legal Seafood , at the Wharf, and Plaza III Kansas City Steakhouse , at Fanueil Hall/South Market,.",look nice dinner restaurant love legal seafood wharf plaza ii kansa city steakhouse fanueil hall south market
231,231,[4],0.916700005531311,"stay, room, hotel, would, get, recommend, want, need, go, one","Also, if you are going during baseball season, you will have to buy a Red Sox hat, T-shirt, etc.",also go baseball season buy red sox hat shirt etc
232,232,[2],0.6944000124931335,"go, breakfast, want, think, look, block, get, recommend, around, best","Go to a game, too.",go game
233,233,[11],0.8853999972343445,"room, get, one, take, tip, hotel, use, good, could, drink","However, as I stated earlier, there are ample restaurants nearby from which you can choose.",however state early ample restaurant nearby choose
234,234,[7],0.916700005531311,"would, recommend, hotel, room, stay, need, view, like, make, nice",The location is perfect and I highly recommend the spa at the attached LA sports Club.,location perfect highly recommend spa attach laugh lot sport club
235,235,[10],0.916700005531311,"hotel, recommend, restaurant, want, good, room, highly, late, breakfast, night",I have to comment to anyone who is thinking of going to a Caribbean Resort...YOUR VACATION IS AS GOOD OR BAD AS YOUR EXPECTATION.,comment anyone think go caribbean resort vacation good bad expectation
236,236,[4],0.8981000185012817,"stay, room, hotel, would, get, recommend, want, need, go, one",If you think you are going to a American/Canadian 4-5 star resort you would be fooling yourself.,think go american canadian star resort would fool
237,237,[5],0.8690000176429749,"room, get, stay, go, tip, staff, good, book, check, like","If you want Wolfgang Puck, you should stay home to get it.",want wolfgang puck stay home get
238,238,[8],0.8853999972343445,"hotel, room, avoid, need, view, park, walk, wonderful, area, rambla","But if you open your mind and realize you are experiencing how others live, you will love it.",open mind realize experience others live love
239,239,[5],0.8981000185012817,"room, get, stay, go, tip, staff, good, book, check, like",If you must stay here check out the room first before you hand over your credit card.,must stay check room first hand credit card
240,240,[9],0.9388999938964844,"room, stay, go, hotel, look, leave, price, service, expect, place","The rooms are very clean and are the perfect base while exploring the city, ask for a room at the front of the hotel as you get your own personal little balcony.",room clean perfect base explore city ask room front hotel get personal little balcony
241,241,[7],0.6055999994277954,"would, recommend, hotel, room, stay, need, view, like, make, nice",The rooftop terrace offers a nice view of the city at sunset while enjoying a few evening drinks even in february I would definitely recommend this hotel and will have no hesitation in staying here again,rooftop terrace offer nice view city sunset enjoy even drink even february would definitely recommend hotel hesitation stay
242,242,[10],0.9491000175476074,"hotel, recommend, restaurant, want, good, room, highly, late, breakfast, night","The room was fine, but be forewarned, the neighboring Hilton is building a high-rise time share building right next to the Ilikai , Diamond Head side.",room fine forewarn neighboring hilton building high rise time share build right next ilikai diamond head side
243,243,[1],0.8166999816894531,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book",I hope they update their website to advise of this.,hope update website advise
244,244,[1],0.9236000180244446,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book","If you receive this, please note: It is NOT APPLICABLE to Sarentos , roof-top-expensive-incredible views, Restaurant.",receive please note applicable sarentos roof top expensive incredible view restaurant
245,245,[7],0.8471999764442444,"would, recommend, hotel, room, stay, need, view, like, make, nice",So if you have trouble with stairs request a lower floor.,trouble stair request low floor
246,246,[9],0.916700005531311,"room, stay, go, hotel, look, leave, price, service, expect, place","Dont expect a room with a view, and the hotel is on a fairly busy street, but they do have live jazz nightly.",expect room view hotel fairly busy street live jazz nightly
247,247,[9],0.90829998254776,"room, stay, go, hotel, look, leave, price, service, expect, place","If youre looking for a great place to stay on the happening Left Bank, this should be your choice - you wont regret it.",look great place stay happen leave bank choice regret
248,248,[7],0.8853999972343445,"would, recommend, hotel, room, stay, need, view, like, make, nice","If you are not a diver, I would recommend you stay at the Copamarina because it is very nice and peaceful.",diver would recommend stay copamarina nice peaceful
249,249,[4],0.8981000185012817,"stay, room, hotel, would, get, recommend, want, need, go, one","I guess the bottom line is that if you are a diver and plan to dive, I would not stay there.",guess bottom line diver plan dive would stay
250,250,[7],0.916700005531311,"would, recommend, hotel, room, stay, need, view, like, make, nice","However, if you are simply wanting a nice vacation in relaxing area then the Copamarina is a good choice.",however simply want nice vacation relax area copamarina good choice
251,251,[10],0.6944000124931335,"hotel, recommend, restaurant, want, good, room, highly, late, breakfast, night",dont trust the staff here,trust staff
252,252,[2],0.8471999764442444,"go, breakfast, want, think, look, block, get, recommend, around, best","So dont trust the staff, and be prepared for them to try it on and cause problems.",trust staff prepare try problem
253,253,[10],0.8471999764442444,"hotel, recommend, restaurant, want, good, room, highly, late, breakfast, night",The hotel is very dated and in need of a LOT of work.,hotel date need lot work
254,254,[3],0.9294999837875366,"good, hotel, would, walk, free, take, minute, recommend, berlin, make","The front desk staff could use a really good lesson on manners, professionalism, and genuine hospitality.",front desk staff could use really good lesson manner professionalism genuine hospitality
255,255,[11],0.8853999972343445,"room, get, one, take, tip, hotel, use, good, could, drink",They could use a little polishing up and professional conversational skills.,could use little polish professional conversational skill
256,256,[4],0.8981000185012817,"stay, room, hotel, would, get, recommend, want, need, go, one",The pool area is nice but the pool itself could use a good scrub down.,pool area nice pool could use good scrub
257,257,[5],0.9491000175476074,"room, get, stay, go, tip, staff, good, book, check, like","Could be a real gem since it is an older property/building and could get some of its original character back with some renovating, and better front desk staff.",could real gem since old property building could get original character back renovate well front desk staff
258,258,[0],0.474700003862381,"time, room, check, stay, metro, anything, less, go, good, arrive",I would suggest anything in block 5 and up if you want less noise during those hours.,would suggest anything block want less noise hour
259,259,[5],0.9294999837875366,"room, get, stay, go, tip, staff, good, book, check, like",The only seating times available are 6pm or 8pm but if you show up after 9:30pm at any of the restaurants they will just seat you.,seat time available 6 pm 8 pm show 30 pm restaurant seat
260,260,[7],0.450300008058548,"would, recommend, hotel, room, stay, need, view, like, make, nice",Brazilian - I would recommend this.,brazilian would recommend
261,261,[0],0.9714000225067139,"time, room, check, stay, metro, anything, less, go, good, arrive","Things to bring ,aside from the obvious, - Antibacterial hand soap for your room, spray air freshner, an alarm clock ,or just a clock as they do no have them in any of the rooms,, Cortizone ,for heat rashes,, Benadryl ,to stop the itching from heat rash...lol,, face cloths ,we got these one day and never saw them again,.",thing bring aside obvious antibacterial hand soap room spray air freshner alarm clock clock room cortizone heat rash benadryl stop itching heat rash lol face cloth get one day never saw
262,262,[8],0.541700005531311,"hotel, room, avoid, need, view, park, walk, wonderful, area, rambla",Avoid it.,avoid
263,263,[7],0.8471999764442444,"would, recommend, hotel, room, stay, need, view, like, make, nice",Brilliant Hotel - would recommend to anyone.,brilliant hotel would recommend anyone
264,264,[9],0.9294999837875366,"room, stay, go, hotel, look, leave, price, service, expect, place",The room is big for HK standards and there is a small kitchenette if you need to heat up food in the microwave or cook a meal.,room big hk standard small kitchenette need heat food microwave cook meal
265,265,[10],0.8166999816894531,"hotel, recommend, restaurant, want, good, room, highly, late, breakfast, night",Take rooms on side or rear.,take room side rear
266,266,[4],0.8471999764442444,"stay, room, hotel, would, get, recommend, want, need, go, one",For the money I recommend this because of it position and has all the things needed.,money recommend position thing need
267,267,[8],0.934499979019165,"hotel, room, avoid, need, view, park, walk, wonderful, area, rambla",Note pedestrian area of the Rambla means in the evening taxis cannot approach and a walk may be required.,note pedestrian area rambla mean even taxi can not approach walk may require
268,268,[1],0.6944000124931335,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book",You have to confirm your reservation,confirm reservation
269,269,[1],0.8471999764442444,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book","So if you make a reservation through internet, you have to call them and confirm it",make reservation internet call confirm
270,270,[11],0.8981000185012817,"room, get, one, take, tip, hotel, use, good, could, drink","Quiet for the most part, the room was adequate but could use some minor remodeling.",quiet part room adequate could use minor remodeling
271,271,[7],0.8471999764442444,"would, recommend, hotel, room, stay, need, view, like, make, nice",Room serviceRoom service needs management.,room serviceroom service need management
272,272,[4],0.7731000185012817,"stay, room, hotel, would, get, recommend, want, need, go, one","The room itself was small, but no smaller than other large city hotels- if you want room to walk, Id suggest taking the F down to Ferry Plaza.",room small small large city hotel want room walk would suggest take female ferry plaza
273,273,[3],0.9236000180244446,"good, hotel, would, walk, free, take, minute, recommend, berlin, make","Our first room had a small kitchenette, the second did not -- here, a micro wave and a small fridge would have been welcome.",first room small kitchenette second micro wave small fridge would welcome
274,274,[7],0.8981000185012817,"would, recommend, hotel, room, stay, need, view, like, make, nice","We would recommend the Laurel enthusiastically to our friends, unless they need to be downtown.",would recommend laurel enthusiastically friends unless need downtown
275,275,[3],0.8166999816894531,"good, hotel, would, walk, free, take, minute, recommend, berlin, make","So, make sure you pay attention",make sure pay attention
276,276,[7],0.8471999764442444,"would, recommend, hotel, room, stay, need, view, like, make, nice",The only thing that would be better would be Oceanview.,thing would better would oceanview
277,277,[9],0.8853999972343445,"room, stay, go, hotel, look, leave, price, service, expect, place",If you go over by the to the left of the resort by the shops there is less sea weed.,go leave resort shop less sea weed
278,278,[9],0.90829998254776,"room, stay, go, hotel, look, leave, price, service, expect, place",If you do want to do any shopping like I said before to the left of the resort there is about 10 little shops.,want shopping like say leave resort 10 little shop
279,279,[3],0.3785000145435333,"good, hotel, would, walk, free, take, minute, recommend, berlin, make",If you dont want anything just say no and they leave you alone.,want anything say leave alone
280,280,[8],0.8981000185012817,"hotel, room, avoid, need, view, park, walk, wonderful, area, rambla",If they offer you something that is expensive just bargain with them and start walking out of the store and they will bargain with you.,offer something expensive bargain start walk store bargain
281,281,[11],0.8471999764442444,"room, get, one, take, tip, hotel, use, good, could, drink",If you have any questions just e-mail me: Jillanson@excite.com,question mail jillanson excite com
282,282,[11],0.9236000180244446,"room, get, one, take, tip, hotel, use, good, could, drink",make sure you have plenty of $1 bills or 50/100 peso notes the really do deserve their tips.,make sure plenty bill 50 100 peso note really deserve tip
283,283,[11],0.934499979019165,"room, get, one, take, tip, hotel, use, good, could, drink","Should you be driving: Reasonably well located, near to the outer peripheral road , just watch out which exit you take from Place de Nation...,.",drive reasonably locate near out peripheral road watch exit take place de nation
284,284,[3],0.916700005531311,"good, hotel, would, walk, free, take, minute, recommend, berlin, make","Parking at the park house Picpus recommended , 10min walk away from hotel.",park park house picpus recommend 10 min walk away hotel
285,285,[6],0.8981000185012817,"hotel, look, place, would, room, upgrade, recommend, street, good, really","The hotel itself was interesting since it is round, the staff were polite but the hotel itself is understaffed.",hotel interest since round staff polite hotel understaffed
286,286,[4],0.8853999972343445,"stay, room, hotel, would, get, recommend, want, need, go, one",The price was ok but after staying- I would expect that the rates should be lowered.,price ok stay would expect rate lower
287,287,[10],0.95169997215271,"hotel, recommend, restaurant, want, good, room, highly, late, breakfast, night","Dont let the price fool you- its better to spend a few extra bucks for cleanliness, a walkable neighborhood without someone asking you for money or cigarettes or whatever they may be looking for.",let price fool well spend extra buck cleanliness walkable neighborhood without someone ask money cigarette whatever may look
288,288,[7],0.9294999837875366,"would, recommend, hotel, room, stay, need, view, like, make, nice","I was here many times before and have seen all kind of rooms , make sure, you get an renovated one with Heavenly Bed,.",many time see kind room make sure get renovate one heavenly bed
289,289,[4],0.8166000247001648,"stay, room, hotel, would, get, recommend, want, need, go, one","So if you want nightlife, you need to drive to it.",want nightlife need drive
290,290,[1],0.8471999764442444,"place, hotel, want, stay, highly, recommend, please, call, restaurant, book","Business oriented, and highly recommeded for that purpose",business orient highly recommeded purpose
291,291,[6],0.9427000284194946,"hotel, look, place, would, room, upgrade, recommend, street, good, really","Abit impersonal though, so if you are looking for a place remembering your name Conrad isnt the first place to look, on most important points it clearly delivers.",abit impersonal though look place remember name conrad first place look important point clearly delivers
292,292,[6],0.770799994468689,"hotel, look, place, would, room, upgrade, recommend, street, good, really",But if you are on holiday there are sum negatives.,holiday sum negative
293,293,[7],0.9491000175476074,"would, recommend, hotel, room, stay, need, view, like, make, nice",If you are a drinker you will feel like you died and went to heaven; one can drink the day away with many choices and the $76.00 will feel like a bargain.,drinker feel like die go heaven one drink day away many choice 76 00 feel like bargain
294,294,[3],0.8981000185012817,"good, hotel, would, walk, free, take, minute, recommend, berlin, make","Take our advice, stay at home, save your money if this is where you plan to vacation.",take advice stay home save money plan vacation
295,295,[7],0.8690000176429749,"would, recommend, hotel, room, stay, need, view, like, make, nice",I would not recommend this if you want a good nights sleep.,would recommend want good night sleep
296,296,[6],0.8690000176429749,"hotel, look, place, would, room, upgrade, recommend, street, good, really","For meat lovers, I would highly recommend the Brasilian.",meat lover would highly recommend brasilian
297,297,[4],0.90829998254776,"stay, room, hotel, would, get, recommend, want, need, go, one",I think so - just keep an open mind and remember that the mentality is very different from what you may be used to.,think keep open mind remember mentality different may use
298,298,[6],0.8853999972343445,"hotel, look, place, would, room, upgrade, recommend, street, good, really",Much better option is to venture a little into the side streets.,much good option venture little side street
299,299,[4],0.9294999837875366,"stay, room, hotel, would, get, recommend, want, need, go, one",Id suggest staying at this hotel but requesting a room that faces the main street and/or stay on the top floor.,would suggest stay hotel request room face main street stay top floor
300,300,[11],0.8471999764442444,"room, get, one, take, tip, hotel, use, good, could, drink",If you have time take the morning trek with lunch.,time take morning trek lunch
301,301,[10],0.916700005531311,"hotel, recommend, restaurant, want, good, room, highly, late, breakfast, night",Dont miss the nearby Palace Kitchen Restaurant and the doughnut shop that are on 5th Avenue.,miss nearby palace kitchen restaurant doughnut shop 5 th avenue
