,Title,Body,Cleaned Data,Cluster,cluster_id
192,542696:0,If you get there in the morning you can easily have 300 yds of sand to yourself.,get morning easily 300 yds sand,service,6
193,188975:80,"And, if you are not wealthy, you should visit the cafe anyway.",wealthy visit cafe anyway,service,6
194,249487:92,You can find specials and packages on their website..,find special package website,service,6
195,85147:151,"Yay After 2 hours of dealing with the floor manager, Matthew Sims,If you ever have to deal with this man, go above him.",yay hour deal floor manager matthew sims ever deal man go,service,6
196,282300:82,"The roof top pool, ok is on the small side but the beach is only 5 minutes walk away if you need more water",roof top pool ok small side beach minute walk away need water,service,6
197,282300:82,If I was to give one tip then take a taxi from the airport - we got the train and then the metro but had to make few changes along the way.,give one tip take taxi airport get train metro make change along way,service,6
198,230112:52,"Also, a warning, be careful of what you sign up for as wireless internet.",also warn careful sign wireless internet,service,6
199,230112:52,"Remember to buy water from the supermarket near Madame Tussauds, much cheaper than anywhere else.",remember buy water supermarket near madame tussauds much cheap anywhere else,service,6
200,281838:8,"However if you are travelling with a laptop they provide free internet in the rooms ,decent speed ~2mbps, ask at reception for pass code.",however travel laptop provide free internet room decent speed 2 mbps ask reception pas code,food,7
201,112328:43,I would highly reccommend a hotel called The Phoenix over this place.,would highly reccommend hotel call phoenix place,staff,3
202,301657:245,Be sure to get the larger room and have breakfast included as it is $25 if you pay.,sure get large room breakfast include 25 pay,quality,1
203,301657:245,"If you want to feel the city vibes and eat close by at more authentic restaurants, dont stay here.",want feel city vibes eat close authentic restaurant stay,service,6
204,301657:245,"If you want out of the hustle more modern surroundings, this is your place.",want hustle modern surroundings place,service,6
205,277997:226,"Its a good 20 minute drive to the center of Scottsdale ,if youre looking to dine at one of the many fine dining spots in the Scottsdale area.",good 20 minute drive center scottsdale look dine one many fine din spots scottsdale area,service,6
206,150841:372,Choose to go to the specialty resturants on other nights.,choose go specialty resturants night,service,6
207,217386:77,"So, if you ever have a bad experience at this hotel and they promise you something, you better get it in writing because Joanna Turmo will not come to the phone.",ever bad experience hotel promise something well get write joanna turmo come phone,staff,3
208,259337:283,"I would recommend this place, but arm yourself with good information from people who have stayed there before.",would recommend place arm good information people stay,value,4
209,259337:283,"On your way in, grab one of the oodles of people checking out and get their advice.",way grab one oodles people check get advice,service,6
210,259337:283,I think the pitfalls I discuss below could be avoided if you know what youre up against from the outset.,think pitfall discus could avoid know outset,service,6
211,259337:283,"No snorkeling right on the hotels beach ,too many waves and no reef,, so you have to book a separate excursion.",snorkel right hotel beach many wave reef book separate excursion,staff,3
212,259337:283,"Tip: if you want a beach chair at the beach or pool, go there before 9am or so and put your magazine or towel on your chair.",tip want beach chair beach pool go 9 put magazine towel chair,location,2
213,85005:14,"The breakfast consisted of doughnuts and muffins, if you were quick enough.",breakfast consist doughnut muffin quick enough,service,6
214,85005:14,If you have a choice DONT STAY HERE.,choice stay,service,6
215,249328:70,Reception has safe deposit box if you need it.,reception safe deposit box need,service,6
216,249328:70,Be careful not to wander into attic late at night though as carpet is very damp.,careful wander attic late night though carpet damp,service,6
217,498233:81,All very good - only dont expect to be waited on .,good expect wait,service,6
218,498233:81,Cleanliness is not a priority in this area - so go with that in mind.,cleanliness priority area go mind,service,6
219,498233:81,New Orleans is a must for every American.,new orleans must every american,service,6
220,150841:55,Make your reservations as soon as you get there.,make reservation soon get,service,6
221,150841:55,Make sure you bring plenty of sun tan lotion-very expensive in the gift shop.,make sure bring plenty sun tan lotion expensive gift shop,service,6
222,150841:55,"Also bring comfy shoes, ALOT of walking, take advantage of the golf carts to bring you to the other hotels at night.",also bring comfy shoe alot walk take advantage golf cart bring hotel night,staff,3
223,150841:55,They will also drop you right off at your room if you ask.,also drop right room ask,quality,1
224,150841:55,If you are traveling with younger kids you might want your rooms closer to the Dominica for the pool and beach activities.,travel young kid might want room close dominica pool beach activity,quality,1
225,150841:55,"Dont go crazy worrying about fancy evening wear, pack as little as possible and bring a clip for the hair.",go crazy worry fancy even wear pack little possible bring clip hair,service,6
226,94326:211,Some suggestions for those going for a long weekend trip .... Book the Beantown Trolley Tour.,suggestion go long weekend trip book beantown trolley tour,service,6
227,94326:211,"Buy your tickets at the Wharf, not the concierge - they only have 1-day passes.",buy ticket wharf concierge day pass,service,6
228,94326:211,"If you go to Salem, take the Trolley Tour.",go salem take trolley tour,service,6
229,94326:211,"If you are looking for a few nice dinner restaurants, we loved Legal Seafood , at the Wharf, and Plaza III Kansas City Steakhouse , at Fanueil Hall/South Market,.",look nice dinner restaurant love legal seafood wharf plaza ii kansa city steakhouse fanueil hall south market,service,6
230,94326:211,"Also, if you are going during baseball season, you will have to buy a Red Sox hat, T-shirt, etc.",also go baseball season buy red sox hat shirt etc,service,6
231,94326:211,"Go to a game, too.",go game,service,6
232,224948:355,"However, as I stated earlier, there are ample restaurants nearby from which you can choose.",however state early ample restaurant nearby choose,service,6
233,224953:25,The location is perfect and I highly recommend the spa at the attached LA sports Club.,location perfect highly recommend spa attach laugh lot sport club,staff,3
234,259330:682,I have to comment to anyone who is thinking of going to a Caribbean Resort...YOUR VACATION IS AS GOOD OR BAD AS YOUR EXPECTATION.,comment anyone think go caribbean resort vacation good bad expectation,service,6
235,259330:682,If you think you are going to a American/Canadian 4-5 star resort you would be fooling yourself.,think go american canadian star resort would fool,service,6
236,259330:682,"If you want Wolfgang Puck, you should stay home to get it.",want wolfgang puck stay home get,service,6
237,259330:682,"But if you open your mind and realize you are experiencing how others live, you will love it.",open mind realize experience others live love,service,6
238,542696:23,If you must stay here check out the room first before you hand over your credit card.,must stay check room first hand credit card,quality,1
239,231519:74,"The rooms are very clean and are the perfect base while exploring the city, ask for a room at the front of the hotel as you get your own personal little balcony.",room clean perfect base explore city ask room front hotel get personal little balcony,quality,1
240,231519:74,The rooftop terrace offers a nice view of the city at sunset while enjoying a few evening drinks even in february I would definitely recommend this hotel and will have no hesitation in staying here again,rooftop terrace offer nice view city sunset enjoy even drink even february would definitely recommend hotel hesitation stay,value,4
241,209424:78,"The room was fine, but be forewarned, the neighboring Hilton is building a high-rise time share building right next to the Ilikai , Diamond Head side.",room fine forewarn neighboring hilton building high rise time share build right next ilikai diamond head side,quality,1
242,209424:78,I hope they update their website to advise of this.,hope update website advise,service,6
243,209424:78,"If you receive this, please note: It is NOT APPLICABLE to Sarentos , roof-top-expensive-incredible views, Restaurant.",receive please note applicable sarentos roof top expensive incredible view restaurant,service,6
244,254575:157,So if you have trouble with stairs request a lower floor.,trouble stair request low floor,service,6
245,194308:45,"Dont expect a room with a view, and the hotel is on a fairly busy street, but they do have live jazz nightly.",expect room view hotel fairly busy street live jazz nightly,quality,1
246,194308:45,"If youre looking for a great place to stay on the happening Left Bank, this should be your choice - you wont regret it.",look great place stay happen leave bank choice regret,service,6
247,148807:71,"If you are not a diver, I would recommend you stay at the Copamarina because it is very nice and peaceful.",diver would recommend stay copamarina nice peaceful,value,4
248,148807:71,"I guess the bottom line is that if you are a diver and plan to dive, I would not stay there.",guess bottom line diver plan dive would stay,value,4
249,148807:71,"However, if you are simply wanting a nice vacation in relaxing area then the Copamarina is a good choice.",however simply want nice vacation relax area copamarina good choice,service,6
250,237153:34,dont trust the staff here,trust staff,service,6
251,237153:34,"So dont trust the staff, and be prepared for them to try it on and cause problems.",trust staff prepare try problem,service,6
252,73787:20,The hotel is very dated and in need of a LOT of work.,hotel date need lot work,staff,3
253,73787:20,"The front desk staff could use a really good lesson on manners, professionalism, and genuine hospitality.",front desk staff could use really good lesson manner professionalism genuine hospitality,service,6
254,73787:20,They could use a little polishing up and professional conversational skills.,could use little polish professional conversational skill,service,6
255,73787:20,The pool area is nice but the pool itself could use a good scrub down.,pool area nice pool could use good scrub,service,6
256,73787:20,"Could be a real gem since it is an older property/building and could get some of its original character back with some renovating, and better front desk staff.",could real gem since old property building could get original character back renovate well front desk staff,service,6
257,218486:79,I would suggest anything in block 5 and up if you want less noise during those hours.,would suggest anything block want less noise hour,service,6
258,218486:79,The only seating times available are 6pm or 8pm but if you show up after 9:30pm at any of the restaurants they will just seat you.,seat time available 6 pm 8 pm show 30 pm restaurant seat,service,6
259,218486:79,Brazilian - I would recommend this.,brazilian would recommend,staff,3
260,218486:79,"Things to bring ,aside from the obvious, - Antibacterial hand soap for your room, spray air freshner, an alarm clock ,or just a clock as they do no have them in any of the rooms,, Cortizone ,for heat rashes,, Benadryl ,to stop the itching from heat rash...lol,, face cloths ,we got these one day and never saw them again,.",thing bring aside obvious antibacterial hand soap room spray air freshner alarm clock clock room cortizone heat rash benadryl stop itching heat rash lol face cloth get one day never saw,quality,1
261,81394:19,Avoid it.,avoid,service,6
262,229123:115,Brilliant Hotel - would recommend to anyone.,brilliant hotel would recommend anyone,staff,3
263,590144:48,The room is big for HK standards and there is a small kitchenette if you need to heat up food in the microwave or cook a meal.,room big hk standard small kitchenette need heat food microwave cook meal,quality,1
264,231526:72,Take rooms on side or rear.,take room side rear,quality,1
265,231526:72,For the money I recommend this because of it position and has all the things needed.,money recommend position thing need,staff,3
266,231526:72,Note pedestrian area of the Rambla means in the evening taxis cannot approach and a walk may be required.,note pedestrian area rambla mean even taxi can not approach walk may require,service,6
267,119650:38,You have to confirm your reservation,confirm reservation,service,6
268,119650:38,"So if you make a reservation through internet, you have to call them and confirm it",make reservation internet call confirm,service,6
269,209422:331,"Quiet for the most part, the room was adequate but could use some minor remodeling.",quiet part room adequate could use minor remodeling,quality,1
270,149395:423,Room serviceRoom service needs management.,room serviceroom service need management,quality,1
271,224955:86,"The room itself was small, but no smaller than other large city hotels- if you want room to walk, Id suggest taking the F down to Ferry Plaza.",room small small large city hotel want room walk would suggest take female ferry plaza,quality,1
272,81114:11,"Our first room had a small kitchenette, the second did not -- here, a micro wave and a small fridge would have been welcome.",first room small kitchenette second micro wave small fridge would welcome,quality,1
273,81114:11,"We would recommend the Laurel enthusiastically to our friends, unless they need to be downtown.",would recommend laurel enthusiastically friends unless need downtown,staff,3
274,89101:67,"So, make sure you pay attention",make sure pay attention,service,6
275,583034:402,The only thing that would be better would be Oceanview.,thing would better would oceanview,service,6
276,583034:402,If you go over by the to the left of the resort by the shops there is less sea weed.,go leave resort shop less sea weed,service,6
277,583034:402,If you do want to do any shopping like I said before to the left of the resort there is about 10 little shops.,want shopping like say leave resort 10 little shop,service,6
278,583034:402,If you dont want anything just say no and they leave you alone.,want anything say leave alone,service,6
279,583034:402,If they offer you something that is expensive just bargain with them and start walking out of the store and they will bargain with you.,offer something expensive bargain start walk store bargain,service,6
280,583034:402,If you have any questions just e-mail me: Jillanson@excite.com,question mail jillanson excite com,service,6
281,218524:1399,make sure you have plenty of $1 bills or 50/100 peso notes the really do deserve their tips.,make sure plenty bill 50 100 peso note really deserve tip,service,6
282,197447:93,"Should you be driving: Reasonably well located, near to the outer peripheral road , just watch out which exit you take from Place de Nation...,.",drive reasonably locate near out peripheral road watch exit take place de nation,room,5
283,197447:93,"Parking at the park house Picpus recommended , 10min walk away from hotel.",park park house picpus recommend 10 min walk away hotel,room,5
284,222957:44,"The hotel itself was interesting since it is round, the staff were polite but the hotel itself is understaffed.",hotel interest since round staff polite hotel understaffed,staff,3
285,222957:44,The price was ok but after staying- I would expect that the rates should be lowered.,price ok stay would expect rate lower,value,4
286,222957:44,"Dont let the price fool you- its better to spend a few extra bucks for cleanliness, a walkable neighborhood without someone asking you for money or cigarettes or whatever they may be looking for.",let price fool well spend extra buck cleanliness walkable neighborhood without someone ask money cigarette whatever may look,service,6
287,191437:74,"I was here many times before and have seen all kind of rooms , make sure, you get an renovated one with Heavenly Bed,.",many time see kind room make sure get renovate one heavenly bed,quality,1
288,122703:34,"So if you want nightlife, you need to drive to it.",want nightlife need drive,service,6
289,305371:4,"Business oriented, and highly recommeded for that purpose",business orient highly recommeded purpose,service,6
290,305371:4,"Abit impersonal though, so if you are looking for a place remembering your name Conrad isnt the first place to look, on most important points it clearly delivers.",abit impersonal though look place remember name conrad first place look important point clearly delivers,service,6
291,563485:96,But if you are on holiday there are sum negatives.,holiday sum negative,service,6
292,279809:82,If you are a drinker you will feel like you died and went to heaven; one can drink the day away with many choices and the $76.00 will feel like a bargain.,drinker feel like die go heaven one drink day away many choice 76 00 feel like bargain,service,6
293,279809:82,"Take our advice, stay at home, save your money if this is where you plan to vacation.",take advice stay home save money plan vacation,service,6
294,98731:71,I would not recommend this if you want a good nights sleep.,would recommend want good night sleep,staff,3
295,218486:160,"For meat lovers, I would highly recommend the Brasilian.",meat lover would highly recommend brasilian,staff,3
296,218486:160,I think so - just keep an open mind and remember that the mentality is very different from what you may be used to.,think keep open mind remember mentality different may use,service,6
297,228634:81,Much better option is to venture a little into the side streets.,much good option venture little side street,service,6
298,80920:96,Id suggest staying at this hotel but requesting a room that faces the main street and/or stay on the top floor.,would suggest stay hotel request room face main street stay top floor,value,4
299,301648:24,If you have time take the morning trek with lunch.,time take morning trek lunch,service,6
300,100587:155,Dont miss the nearby Palace Kitchen Restaurant and the doughnut shop that are on 5th Avenue.,miss nearby palace kitchen restaurant doughnut shop 5 th avenue,service,6
301,578371:1048,One thing you must ask for when checking in is a Majestic Passport.,one thing must ask check majestic passport,service,6
302,618542:152,Do beware that a soda at the bar will cost you $3.56 before tip,beware soda bar cost 56 tip,service,6
303,218524:2513,If you want to have the most relaxing and wonderful vacation ever come to Secrets,want relax wonderful vacation ever come secret,service,6
304,239591:61,Hotel is down some side streets 5 minute walk away from the main street of La Rambla with its metro stop of Liceu - so you are within easy reach of the rest of the City via the metro.,hotel side street minute walk away main street laugh lot rambla metro stop liceu within easy reach rest city via metro,staff,3
305,239591:61,just keep your wits about you and you will have no problems.,keep wit problem,service,6
306,239591:61,go through the large gate and to the left is a lovely little outside bar area ___�_�___?,go large gate leave lovely little outside bar area,service,6
307,239591:61,Would advise taking a stroll in the opposite direction to La Rambla and exploring the area were you will stumble across the most wonderful bars and restaurants at much better value.,would advise take stroll opposite direction laugh lot rambla explore area stumble across wonderful bar restaurant much good value,service,6
308,239591:61,would recommend.,would recommend,staff,3
309,209583:184,"One word of caution - drink lots of bottled water and watch the food preparation, making sure your food has been cooked all the way.",one word caution drink lot bottle water watch food preparation making sure food cook way,room,5
310,305813:390,So dont always think that booking early is the best.,always think book early best,service,6
311,230119:57,"Beware - If paying the buffet breakfast was poor value, Ok for cereals and fruit,poor quality cooked breakfast.",beware pay buffet breakfast poor value ok cereal fruit poor quality cook breakfast,service,6
312,86966:26,Waikiki is small and you can walk to the beach in a short time.,waikiki small walk beach short time,service,6
313,93034:89,"However, be prepared that most restaurants and hotels are working at half of their usual staff since Katrina.",however prepared restaurant hotel work half usual staff since katrina,staff,3
314,93034:89,Made an excellent recommendation or dinner-Tommys...you have to eat there,make excellent recommendation dinner tommys eat,service,6
315,93034:89,Stay in courtyard room-very quiet.,stay courtyard room quiet,quality,1
316,93034:89,Go to Spa Aria at tehhOtel MOnteleone...wonderful services there Eat at Muriels and Tommys You wont be disappointed,go spa aria tehhotel monteleone wonderful service eat muriels tommys disappointed,service,6
317,247957:133,Dont hesitate to stay here unless you are upper class American and only expect the very very best.,hesitate stay unless upper class american expect best,service,6
318,247957:133,If you expect 5 star service then dont leave your country where you have all the modern facilities.,expect star service leave country modern facility,service,6
319,247957:133,So bottom line is if you are an average american like me go to this resort.,bottom line average american like go resort,service,6
320,247957:133,And please ignore the negative comments.,please ignore negative comment,service,6
321,224877:158,If you can get the rate this is a great stopover and the staff have a lot of nice touches like getting us some water for the cab ride back to the airport.,get rate great stopover staff lot nice touch like get us water cab ride back airport,service,6
322,94326:290,"Tip-join their members club ,free, via their website before you book, and then you truly get treated royally .i.e upgrade to suites, free calls, free welcome snacks, daily papers etc.",tip join member club free via website book truly get treat royally upgrade suite free call free welcome snack daily paper etc,service,6
323,86978:216,Ask for room with an odd number thats starts over 13.,ask room odd number start 13,quality,1
324,599363:58,"If you dont want to stay in a hi tech hotel ,of which there are many in Madrid, and prefer a bit of old Spain - stay here.",want stay hi tech hotel many madrid prefer bit old spain stay,value,4
325,599363:58,I would recommend this hotel to anyone who likes a bit of style and comfort.,would recommend hotel anyone likes bit style comfort,staff,3
326,599363:58,Also this is a safer area than say- Sol and the Gran Via-where I saw an attempt at pic-pocketing etc at night time.,also safer area say sol gran via saw attempt pic pocket etc night time,service,6
327,599363:58,Be careful where you stay in this city.,careful stay city,service,6
328,99371:36,I highly recommend this hotel for families and/or friends who want to hang out together instead of booking small separate rooms.,highly recommend hotel family friends want hang together instead book small separate room,staff,3
329,148045:287,"Our room was beautiful and spacious and if you can afford it, I highly recommend the bigger room when staying with children.",room beautiful spacious afford highly recommend big room stay child,quality,1
330,148045:287,"You can rent innertubes or floats ,about $10 for the day each,.",rent innertubes float 10 day,service,6
331,148045:287,Dont expect ANYTHING to be included.,expect anything included,service,6
332,81038:33,"If you do stay there and even if you dont, make sure you have dinner at House of Nanking on Kearny - excellent",stay even dont make sure dinner house nanking kearny excellent,service,6
333,87052:41,"If you can, upgrade to an Ocean Front Room",upgrade ocean front room,quality,1
334,218492:510,"The pools were very clean, but you had to get up at 5am to put your towel on a loung chair or you wouldnt get one by the pool or under an umbrella.",pool clean get 5 put towel loung chair would get one pool umbrella,service,6
335,266322:103,We highly recommend the Clarendon Hotel and Suites.,highly recommend clarendon hotel suite,staff,3
336,86959:167,Just fill out the card with the time slot you wish your breakfast to arrive at your room.,fill card time slot wish breakfast arrive room,quality,1
337,86959:167,So if you are wanting a pool I dont suggest booking here.,want pool suggest book,service,6
338,93593:225,"For the best breakfast tun left as you leave the hotel and walk up to where the small bridge crosses the road at Grand Central Station under this bridge straight across from the station you get the most fantastic breakfast, be early it gets very busy.",best breakfast tun leave leave hotel walk small bridge cross road grand central station bridge straight across station get fantastic breakfast early get busy,staff,3
339,93593:225,Ps Do the circle line boat tour to see the statue of liberty and the new york skyline it is fantastic.,postscript circle line boat tour see statue liberty new york skyline fantastic,service,6
340,81169:63,Ill recommend it to everyone heading to the City.,recommend everyone head city,staff,3
341,81375:83,PARKING: is $43 plus tax per day; watch out,park 43 plus tax per day watch,room,5
342,208454:565,I highly recommend this hotel especially for couples.,highly recommend hotel especially couple,staff,3
343,125161:119,There are some cons about this hotel - REMEMBER - if you drive down your parking is NOT FREE,con hotel remember drive parking free,staff,3
344,125161:119,This is a great hotel if you want to stay somewhere a little different.,great hotel want stay somewhere little different,staff,3
345,197447:3,"The manager should have been promoted long ago,-I will never again meet such a Man who was so happy to help and rectify any problems- he was wonderful.",manager promote long ago never meet man happy help rectify problem wonderful,service,6
346,275848:198,This hotel is recommended for budget travelers who do not mind to carry on your own luggages to the room and during check out.,hotel recommend budget traveler mind carry luggage room check,staff,3
347,77804:216,"I highly recommend the hotel, especially at the priceline rate of $55.00 per night ,+ tax and fees,.",highly recommend hotel especially priceline rate 55 00 per night tax fee,staff,3
348,77804:216,"If you want an upgrade room, join the Guest Select program, and you will be sent a coupon for a free room upgrade coupon.",want upgrade room join guest select program send coupon free room upgrade coupon,quality,1
349,77804:216,"after making the reservation, call the hotel and advise you have an upgrade coupon.",make reservation call hotel advise upgrade coupon,staff,3
350,209382:46,Like others have already done so I would recommend Johns Cafe for breakfast and there is also a great 24 hour deli/store on the corner of 44th and 2nd.,like others already do would recommend john cafe breakfast also great 24 hour deli store corner 44 th 2 nd,staff,3
351,218524:2611,SAVE YOUR MONEY AND GO ELSEWHERE.,save money go elsewhere,service,6
352,218524:2611,"AS A MATTER OF FACT, AVOID ALL SECRETS RESORTS, AS THEY ARE BUILDING WITHIN PLAYA DEL CARMEN, AND HAVE OTHER RESORTS.",matter fact avoid secret resort building within playa del carmen resort,service,6
353,76083:92,"I understand things happen, an apology would have been nice.",understand thing happen apology would nice,service,6
354,87102:337,My recommendation - spring for the extra money - the full ocean view is well worth it,recommendation spring extra money full ocean view worth,service,6
355,86951:5,The rooms can be a bit small but I suggest ocean view only since the other rooms face high rises and this defeats the purpose of being in a tropical setting.,room bite small suggest ocean view since room face high rise defeat purpose tropical setting,quality,1
356,80788:50,"Overall, if cost is a main concern, and you want stay in a basic room for $50 with decent service, in an acceptable neighborhood, then you apparently dont have enough $$$ to stay in a San Francisco hotel, try an upgrade to a local hostel, or stay home.",overall cost main concern want stay basic room 50 decent service acceptable neighborhood apparently enough stay san francisco hotel try upgrade local hostel stay home,value,4
357,295625:11,"If you are at all sensitive to noise, then it is very important that you get a room in the back of the hotel.",sensitive noise important get room back hotel,quality,1
358,305486:8,"Perhaps the secret is to book the executive rooms because they certainly are spacious ,you can upgrade on check in,.",perhaps secret book executive room certainly spacious upgrade check,quality,1
359,607162:23,Room layout good - but would recommend some barrier to stop water from the shower getting the carpet wet,room layout good would recommend barrier stop water shower get carpet wet,quality,1
360,89158:31,I highly recommend spending the extra money and staying in one of the rooms on the club level.,highly recommend spending extra money stay one room club level,quality,1
361,231519:26,Our Classic room was a bit small and you might consider upgrading to a larger room if you are staying for very long.,classic room bit small might consider upgrading large room stay long,quality,1
362,301648:29,"We were in a deluxe room ,dont be fooled, these are the basic rooms, which was really small, compared to the fantastic villa we had in Benoa for less then half the price,",deluxe room dont fool basic room really small compare fantastic villa benoa less half price,quality,1
363,301648:29,"The shuttle isnt regular enough, and the town of Ubud is fantastic - loads of lovely restaurants, and quiet away from the main streets - I would really recommend staying in the town.",shuttle regular enough town ubud fantastic load lovely restaurant quiet away main street would really recommend stay town,value,4
364,149397:692,"In conclusion, If you are an American planning on going to the Dominican Republic, Think it twice please.",conclusion american planning go dominican republic think twice please,service,6
365,231502:38,"If you like quietness, as I do, ask for a room at the backside not fasing the street and higher up.",like quietness ask room backside fasing street high,quality,1
366,231502:38,"Do not expect a excellent view, but you cant get it all.",expect excellent view can not get,service,6
367,225873:69,Boston itself is a really easy city to walk around and I would highy recommend it for a short break.,boston really easy city walk around would highy recommend short break,staff,3
368,582505:15,A must if you have an unlimited expense account since the rooms are very expensive but certainly worthwhile,must unlimited expense account since room expensive certainly worthwhile,quality,1
369,149395:300,"Walking to the shops, you may want to mentally prepare yourself for the abuse you will take from the local shop owners,aka vultures, that will swoop down upon you to practically drag you into their shops.",walk shop may want mentally prepare abuse take local shop owner aka vulture swoop upon practically drag shop,service,6
370,228648:4,"Breakfast was quite pricey at 18euros each, but it was a buffet you could eat as much as you like, so if you have a big appetite, perhaps its good value, and if you didnt want to pay 18euros then dont eat it...",breakfast quite pricey 18 euro buffet could eat much like big appetite perhaps good value want pay 18 euro eat,service,6
371,222985:8,"Stay away from this hotel, if you really need to be downtown stay in a well known chain for a few extra bucks, your peace of mind will be worth it.",stay away hotel really need downtown stay know chain extra buck peace mind worth,value,4
372,195432:17,Tip: pay in cash and have a Rick Steves book to get discounts.,tip pay cash rick steves book get discount,service,6
373,195432:17,"The location is amazing, very near the Duomo ,if you are a light sleeper this can be bad for the tolling bells,, just around the corner from the Piazza Republica and down the street from the Uffizi museum and square.",location amaze near duomo light sleeper bad toll bell around corner piazza republica street uffizi museum square,service,6
374,195432:17,"They offer handicapped accessible rooms which are more spacious and located at the enterior of the hotel ,which I would recommend as those staying with rooms facing the streets often complain of the noise,.",offer handicap accessible room spacious locate enterior hotel would recommend stay room face street often complain noise,quality,1
375,313884:224,Dont forget to tip...,forget tip,service,6
376,313884:224,"Tip, tip, tip and you will not be sorry.",tip tip tip sorry,service,6
377,313884:224,"Although there are many choices, dont go with an expectation that you will be having a fine dining experience.",although many choice go expectation fine dining experience,service,6
378,313884:224,"Drinks: Unless you like really sweet drinks, you might want to consider bringing your own mixers..",drink unless like really sweet drink might want consider bring mixer,service,6
379,313884:224,"There really is no good wine choice and if you are a wine drinker, bring your own.",really good wine choice wine drinker bring,service,6
380,313884:224,"The beer is okay when cold ,dont forget the bubba keg, and there is always a very happy and gracious bartender to get you whatever you want.",beer okay cold dont forget bubba keg always happy gracious bartender get whatever want,service,6
381,237566:1,Wonderful hotel but bring your ear plugs,wonderful hotel bring ear plug,staff,3
382,72586:43,"If you are looking to do downtown Seattle as a tourist you cannot do much better, in my opinion, than the Best Western Executive Inn.",look downtown seattle tourist can not much good opinion best western executive inn,room,5
383,81251:54,So I would recommend that if you reserve a room here and cancel SAVE YOUR CANCELATION NUMBER,would recommend reserve room cancel save cancelation number,quality,1
384,119658:331,Weve stayed in San Francisco before and I would recommend the Commodore Hotel or another Experience Rewards hotel in the SF area.,stay san francisco would recommend commodore hotel another experience reward hotel sf area,staff,3
385,279742:57,Note that the hotel offers great packages on its website - the best way to go.,note hotel offer great package website best way go,staff,3
386,86978:460,"Also, if you need services find a good front desk clerk, they helped us find a rental car when we were told none were available at all locations we called.",also need service find good front desk clerk help us find rental car tell none available location call,service,6
387,607162:50,"I was happy to get it, but a working minibar would have been preferable.",happy get work minibar would preferable,service,6
388,305813:196,"The mall had many restaurants, including a pretty good dim sum ,recommended,.",mall many restaurant include pretty good dim sum recommend,staff,3
389,305813:196,"The dessert place was very good as well ,also recommended,.",dessert place good also recommend,staff,3
390,100570:94,"Its also a great location if you love shopping because Nordstrom and Macys are right up the street as well as 2 big malls, Westlake Center and Pacific Place.",also great location love shop nordstrom macys right street big mall westlake center pacific place,service,6
391,224221:191,"Bigger rooms , bar at ground floor, bigger reception, but then it wouldnt be the hotel that it is .",big room bar ground floor big reception would hotel,quality,1
392,284987:71,"If you need to get out and roam, this is not the resort for you, as you are miles away from anything, however there is so much to do right there at the resort I cant imagine why you would need to go anywhere.",need get roam resort mile away anything however much right resort can not imagine would need go anywhere,service,6
393,284987:71,"If you want to rent a car, rent it at the airport, not the resort",want rent car rent airport resort,service,6
394,284987:71,"They wanted over $300 for 4 days, and we ended up renting at Enterprise for about $125 insurance included , after driving in Puerto Rico I highly recommend taking there insurance,.",want 300 day end rent enterprise 125 insurance include drive puerto rico highly recommend take insurance,staff,3
395,284987:71,Through the resort you can contact a guy named Angel for some of the best scuba diving I have ever done in my life.,resort contact guy name angel best scuba dive ever do life,service,6
396,223122:85,"The hotel decor is very tasteful and trendy, and while the wallpaper may need a tiny bit of work here and there, as has been mentioned before, its really not a big deal.",hotel decor tasteful trendy wallpaper may need tiny bit work mention really big deal,staff,3
397,94399:77,"Rooms are clean and nice, but bear in mind you just pay for lodging, service does not seem to be included.",room clean nice bear mind pay lodge service seem include,quality,1
398,80999:47,Both places are highly recommended.,place highly recommend,staff,3
399,87016:942,If you go to Oahu whereever you stay you HAVE to eat at Aarons in the Ala Moana hotel.,go oahu whereever stay eat aaron ala moana hotel,staff,3
400,223408:67,"Crown Plaza is fine, but beware of parking prices",crown plaza fine beware park price,room,5
401,223408:67,But make sure to ask for a high floor if you dont like the noise.,make sure ask high floor like noise,service,6
402,223408:67,"Also, you must eat at Landrys.",also must eat landrys,service,6
403,224214:87,Do not take the Raymond Hudd suite unless you take both of them,take raymond hudd suite unless take,service,6
404,224214:87,"But for a true represenation, go to the five star alliance website.",true represenation go five star alliance website,service,6
405,596760:8,"However, if you plan to take an afternoon nap, bring ear plugs.",however plan take afternoon nap bring ear plug,service,6
406,82114:19,"To get a cheap rate, look around online for the lowest rate, then call the motel directly.",get cheap rate look around online low rate call motel directly,service,6
407,82114:19,La Luna could dampen this noise significantly if they were to seal the door so that it fits better in the door frame.,laugh lot luna could dampen noise significantly seal door fit well door frame,service,6
408,82114:19,I recommend not staying in room X01-X12 where X is the floor number.,recommend stay room x01 x12 floor number,quality,1
409,82114:19,Ask for room not facing street.,ask room face street,quality,1
410,82114:19,"Recommend walking two blocks to Judys cafe on Chestnut St. for breakfast ,they only take cash, but good portions of good food,.",recommend walk two block judys cafe chestnut st breakfast take cash good portion good food,staff,3
411,120848:14,"If you are looking for a fancy, corporate Marriot or Sheraton, this is not the place for you.",look fancy corporate marriot sheraton place,service,6
